Date,Current Index,%Change,Opening,High,Low,Trading Volume (shr),Trading Value (KHR),Market Cap.(Mil.KHR)
2020-09-10,658.24,0.1,657.56,658.84,656.08,6071,78687440,9983341
2020-08-10,657.56,0.24,661.34,661.34,655.84,27642,319102950,9973064
2020-07-10,659.17,0.24,659.6,660.79,657.41,12820,184618490,9997539
2020-06-10,660.74,0.17,661.96,661.96,653.88,17837,211054690,10021362
2020-05-10,661.89,0.08,662.44,663.46,659.2,22099,265861260,10038809
2020-02-10,662.44,0.09,662.65,662.78,660.39,14293,207670970,10047053
2020-01-10,661.85,0.09,662.43,666.85,661.05,9018,75928060,10038159
2020-09-30,662.43,0.03,662.65,664.92,660.44,14826,230313080,10046956
2020-09-29,662.65,0.01,662.59,667.03,660.19,19265,209293440,10050289
2020-09-28,662.71,0.36,660.23,672.08,659.76,36914,463573250,10051184
2020-09-25,660.33,0.12,659.03,660.8,658.45,19070,166229320,10015045
2020-09-23,659.55,0.03,659.77,661.57,658.98,9648,139652800,10003272
2020-09-22,659.77,0.17,661.11,664.41,659.77,17723,215746570,10006608
2020-09-21,660.92,0.12,663.74,664.67,659.34,28575,371930540,10024026
2020-09-15,661.71,0.32,663.1,664.03,660.93,23836,155004200,10036065
2020-09-14,659.6,0.07,661.45,664.19,659.6,19456,258529200,10004080
2020-11-09,660.07,0.18,659.48,661.05,658.5,9122,97342830,10011172
2020-10-09,658.91,0.46,661.94,662.34,658.91,10518,130904640,9993561
2020-09-09,661.94,0.19,660.69,662.62,660.0,8840,141751940,10039474
2020-08-09,660.69,0.24,659.13,660.69,658.51,12713,127172810,10020508
2020-07-09,659.13,0.73,663.37,663.37,659.13,25015,315788660,9996874
2020-04-09,664.0,0.13,664.78,665.86,662.43,12867,123366450,10070752
2020-03-09,663.11,0.1,665.51,666.64,663.02,32735,240754020,10057290
2020-02-09,663.79,0.03,665.69,666.77,662.23,28956,218529520,10067599
2020-01-09,663.98,0.05,664.82,667.07,661.74,32178,243645800,10070399
2020-08-31,663.66,0.13,665.67,670.2,658.25,26266,340772360,10065635
2020-08-28,664.53,0.41,667.8,668.59,663.89,35245,391398270,10078826
2020-08-27,667.27,0.22,663.05,668.61,663.05,19107,193944430,10120424
2020-08-26,665.79,0.47,662.19,665.79,661.04,25893,263064390,10097846
2020-08-25,662.68,0.23,660.9,662.68,660.11,39011,339730470,10050759
2020-08-24,661.19,0.29,658.0,663.33,658.0,29749,233949590,10028214
2020-08-14,663.14,0.09,662.54,663.14,657.35,38408,312659630,10057670
2020-08-13,662.52,0.81,662.92,663.53,656.14,64262,354521820,10048258
2020-12-08,657.18,1.2,655.22,662.5,654.67,255171,1316895970,9967286
2020-11-08,665.17,0.4,667.81,667.81,664.17,11673,190268400,9807036
2020-10-08,667.81,0.23,670.75,670.75,664.64,26584,365873900,9846038
2020-07-08,669.34,0.63,666.82,670.93,664.48,16930,257157220,9868583
2020-06-08,665.17,0.14,664.23,667.76,658.91,12573,201461820,9807092
2020-05-08,664.23,0.1,664.88,668.83,662.74,15940,234061780,9793259
2020-04-08,664.88,0.82,667.42,669.72,663.76,37378,543907720,9802749
2020-03-08,670.36,1.11,680.84,685.18,669.66,42719,628202360,9883632
2020-07-31,677.9,1.77,694.81,694.81,668.46,1669023,9300516660,9994724
2020-07-30,690.08,7.74,678.68,690.08,655.17,138644,2414700980,10174302
2020-07-29,640.48,1.25,648.59,648.59,640.37,26782,438817200,9443088
2020-07-28,648.59,0.43,651.39,655.7,646.69,18184,280190940,9562669
2020-07-27,651.39,0.63,655.5,656.66,649.28,21826,265489370,9603940
2020-07-24,655.5,0.57,656.34,659.02,649.62,40949,660402570,9664468
2020-07-23,659.25,0.98,665.77,665.77,654.93,22128,347956890,9719818
2020-07-22,665.77,0.33,667.96,671.05,661.16,23274,320583520,9815858
2020-07-21,667.96,0.28,666.08,667.96,665.19,14711,140012600,9848259
2020-07-20,666.08,0.29,668.04,668.04,660.93,23127,329528430,9820568
2020-07-17,668.04,0.03,667.86,672.56,664.57,15486,252446160,9849345
2020-07-16,667.86,0.52,674.32,674.32,667.27,13660,213480020,9846687
2020-07-15,671.38,1.6,671.15,679.96,664.76,20925,344864170,9898661
2020-07-14,660.79,2.73,679.25,680.38,660.2,64873,1039184680,9742537
2020-07-13,679.34,1.1,686.88,690.4,678.98,30580,419856790,10015944
2020-10-07,686.88,0.05,686.54,689.82,685.34,34519,355891640,10127135
2020-09-07,686.54,0.06,686.94,687.13,683.06,41440,598315700,10122195
2020-08-07,686.94,0.6,691.1,692.74,686.4,17228,298304580,10127988
2020-07-07,691.1,0.22,692.63,699.19,686.51,19686,346204480,10189350
2020-06-07,692.63,0.01,689.14,694.4,689.14,34001,389563830,10211895
2020-03-07,692.55,0.48,695.97,700.23,690.07,28867,469692050,10210712
2020-02-07,695.86,0.32,693.62,699.63,693.62,11522,102034940,10259566
2020-01-07,693.62,0.34,695.99,701.0,684.56,31324,374132180,10226492
2020-06-30,695.99,0.75,701.22,701.93,692.4,24104,328188360,10261455
2020-06-29,701.22,0.8,708.16,710.04,696.82,53738,562675260,10338607
2020-06-26,706.89,0.17,706.85,715.66,701.47,28446,412713760,10422143
2020-06-25,705.67,0.87,701.33,708.78,701.33,41411,745470060,10404262
2020-06-24,699.57,0.42,696.66,701.36,696.42,18786,300276560,10314228
2020-06-23,696.66,2.31,681.52,704.43,681.52,67887,1133302360,10271358
2020-06-22,680.93,1.77,690.83,693.18,677.96,49743,821155450,10039458
2020-06-19,693.18,0.71,693.55,697.29,690.62,51843,806326090,10220022
2020-06-17,698.13,1.53,705.43,705.43,692.37,91639,1550021060,10292988
2020-06-16,708.96,0.89,715.31,717.74,702.97,90587,1462619280,10452710
2020-06-15,715.31,1.67,727.44,728.03,702.72,88625,1570676880,10546269
2020-12-06,727.44,0.44,730.66,731.07,725.9,35435,600054260,10725216
2020-11-06,730.66,0.4,726.57,731.19,726.57,40520,713125120,10772693
2020-10-06,727.74,0.41,731.65,732.1,727.74,41963,608705880,10729651
2020-09-06,730.75,0.39,731.26,735.18,726.12,49756,788474220,10773998
2020-08-06,733.62,1.66,745.97,748.19,726.44,134935,2300626950,10816215
2020-05-06,745.98,0.18,744.67,747.43,741.51,58818,900681560,10998466
2020-04-06,744.67,0.95,741.24,749.92,738.25,80679,1438057280,10979144
2020-03-06,737.66,0.11,726.37,770.58,685.52,319354,5991792440,10875916
2020-02-06,736.85,8.12,778.04,778.04,736.85,288888,5737611610,10863867
2020-01-06,802.01,2.97,833.78,838.78,765.19,280061,6032358680,11824642
2020-05-29,826.55,4.15,829.68,852.75,811.09,830244,18442779340,12186373
2020-05-28,793.59,7.25,757.67,797.51,757.67,280791,5161361850,11700511
2020-05-27,739.92,7.11,702.62,741.66,696.95,303930,5109489800,10909121
2020-05-26,690.79,6.9,656.78,690.79,646.74,48234,680123640,10184749
2020-05-25,646.21,2.3,661.4,691.21,644.44,17472,269703280,9527478
2020-05-22,661.4,0.58,665.24,665.71,661.4,3380,27537960,2436254
2020-05-21,665.24,0.12,666.05,666.17,663.29,7773,48812960,2450415
2020-05-20,666.05,0.33,668.06,668.26,657.21,14848,64559040,2453401
2020-05-19,668.28,0.05,667.93,668.59,666.33,9407,43133340,2461598
2020-05-18,667.93,0.41,662.3,669.26,662.3,12485,76349700,2460301
2020-05-15,670.66,0.14,671.61,675.68,670.66,6800,43551500,2470364
2020-05-13,671.61,1.04,664.69,672.04,662.82,18374,87520130,2473849
2020-12-05,664.69,0.47,667.85,668.44,662.63,6913,30783860,2448377
2020-08-05,667.85,0.89,669.32,673.74,666.12,11150,44771140,2460025
2020-07-05,673.88,1.94,660.88,676.01,657.88,13771,61650880,2482216
2020-05-05,661.07,1.8,649.4,662.93,649.4,6321,54208220,2435046
2020-04-05,649.4,0.8,655.6,655.6,638.72,7458,70488520,2392064
2020-04-30,654.65,1.17,647.09,654.65,642.69,4645,32582480,2411408
2020-04-29,647.09,0.22,648.33,656.78,644.96,6913,78267400,2383559
2020-04-28,648.52,1.84,636.82,655.45,636.82,1480,16867500,2388828
2020-04-27,636.82,2.62,658.67,671.41,632.1,16830,109902900,2345708
2020-04-24,653.95,7.01,703.24,713.48,647.6,23201,148545170,2408807
2020-04-23,703.24,2.51,687.1,726.22,687.1,12036,87497430,2590356
2020-04-22,686.01,5.15,664.09,690.72,664.09,8978,81768340,2526915
2020-04-21,652.44,3.51,631.3,657.7,631.3,19734,69410500,2403266
2020-04-20,630.29,1.14,621.26,630.76,621.26,9440,43232560,2321678
2020-04-17,623.21,1.09,616.49,623.21,616.02,5362,16153480,2295579
2020-04-16,616.49,0.67,612.85,623.49,611.07,7722,29798140,2270824
2020-04-15,612.37,1.43,605.59,612.37,598.23,5261,34377270,2255666
2020-04-14,603.73,1.44,595.18,605.63,594.73,5736,48253960,2223811
2020-04-13,595.18,0.35,593.1,596.78,589.8,3386,31948680,2192333
2020-10-04,593.1,0.36,595.23,595.23,592.74,1496,12785400,2184661
2020-09-04,595.23,0.27,596.83,599.16,593.93,1233,10056380,2192530
2020-08-04,596.83,2.18,584.07,596.83,584.07,2144,17217220,2198429
2020-07-04,584.07,0.13,585.48,587.37,583.53,6185,38724880,2151429
2020-06-04,583.34,0.61,589.1,592.87,578.7,6694,67238240,2148714
2020-03-04,586.93,0.56,590.23,593.81,578.69,12371,103955080,2161946
2020-02-04,590.23,0.01,590.29,590.29,584.74,4525,43693020,2174102
2020-01-04,590.29,0.06,586.69,591.97,585.68,5004,51376390,2174316
2020-03-31,590.63,0.08,590.71,593.04,579.52,2756,19631540,2175558
2020-03-30,591.1,0.02,590.98,604.94,566.6,4740,49561300,2177300
2020-03-27,590.98,1.15,585.27,608.0,583.95,4255,31788300,2176851
2020-03-26,597.84,0.2,598.08,602.75,591.69,3307,24613660,2202141
2020-03-25,596.67,0.79,601.44,601.44,581.19,6320,30461410,2197816
2020-03-24,601.44,1.85,613.79,613.99,601.29,2988,11154060,2215379
2020-03-23,612.78,0.71,605.74,619.96,592.27,5357,31286010,2257162
2020-03-20,608.48,0.41,610.96,614.05,607.51,3136,27878500,2241308
2020-03-19,610.96,0.39,608.57,624.5,603.99,6638,48509940,2250467
2020-03-18,608.57,1.5,600.04,615.18,600.04,12094,93497800,2241666
2020-03-17,599.56,4.63,628.7,628.7,587.33,7021,46378800,2208483
2020-03-16,628.7,1.16,636.52,638.85,618.1,3178,43744940,2315789
2020-03-13,636.07,3.17,644.45,652.57,619.77,9316,97396850,2342946
2020-12-03,616.51,4.99,587.23,626.59,587.23,6762,61594920,2270896
2020-11-03,587.23,0.7,589.02,589.02,566.92,5643,33183830,2163056
2020-10-03,591.38,1.16,584.12,593.84,584.12,1944,12549590,2178324
2020-06-03,584.59,1.41,592.95,596.33,584.59,2583,24881840,2153343
2020-05-03,592.95,1.54,602.25,602.25,590.5,4701,32354500,2184136
2020-04-03,602.25,1.36,608.21,619.48,600.04,5047,33141610,2218389
2020-03-03,610.54,0.85,594.84,647.93,594.84,3022,27383110,2248911
2020-02-03,615.8,3.17,614.53,616.85,601.73,2655,25768960,2268288
2020-02-28,635.97,0.31,637.04,637.04,600.85,15563,192220730,2342568
2020-02-27,637.97,0.27,635.71,651.4,633.7,9787,59113870,2349946
2020-02-26,636.25,3.17,657.1,659.41,607.62,16375,135783530,2343616
2020-02-25,657.1,3.94,705.96,705.96,641.74,13063,112296070,2420433
2020-02-24,684.06,1.86,695.59,695.59,683.95,5777,36799010,2519721
2020-02-21,697.01,1.1,735.93,736.13,664.27,9905,81363710,2567425
2020-02-20,704.74,2.14,689.79,707.53,689.79,7183,35351700,2595893
2020-02-19,689.99,2.09,704.73,720.86,689.99,2090,14518660,2541549
2020-02-18,704.73,3.38,729.41,729.61,686.57,5948,87748200,2595858
2020-02-17,729.41,0.04,735.65,735.65,729.41,4124,27637420,2686772
2020-02-14,729.69,4.16,700.54,729.69,692.8,5635,25124330,2687803
2020-02-13,700.54,4.43,732.84,734.16,700.54,16067,71495740,2580436
2020-12-02,733.04,3.95,705.2,733.93,705.04,6500,28185050,2700132
2020-11-02,705.2,4.32,737.03,737.03,705.2,579,5453240,2597592
2020-10-02,737.03,0.45,736.57,737.79,725.93,3242,23255360,2714824
2020-07-02,733.74,0.32,731.4,733.74,729.81,2043,26783140,2702711
2020-06-02,731.4,0.05,731.73,733.35,731.4,7254,67749800,2694101
2020-05-02,731.73,1.79,719.12,737.01,717.6,12268,98829160,2695321
2020-04-02,718.85,5.78,763.54,784.5,691.73,28182,256063890,2647868
2020-03-02,762.96,1.75,749.86,785.25,749.86,5314,19339100,2810345
2020-01-31,749.86,0.71,744.41,749.86,744.41,14279,120457490,2762083
2020-01-30,744.61,0.2,746.08,773.71,724.46,2068,12200740,2742746
2020-01-29,746.08,2.53,727.67,746.08,724.18,6297,50442960,2748185
2020-01-28,727.67,3.06,750.08,750.08,727.67,1717,8609970,2680348
2020-01-27,750.67,0.05,750.33,750.67,748.92,450,5452500,2765063
2020-01-24,750.33,0.2,749.86,750.33,749.04,16904,52623060,2763819
2020-01-23,751.81,0.9,744.3,751.81,742.06,70184,251881220,2769297
2020-01-22,745.08,0.55,749.75,750.23,745.08,5533,64897640,2744485
2020-01-21,749.19,1.69,762.04,762.04,749.19,4474,47652400,2759637
2020-01-20,762.04,0.85,755.58,762.04,755.58,6480,39416680,2806949
2020-01-17,755.58,0.32,756.36,758.37,755.58,22024,158530680,2783153
2020-01-16,758.04,1.26,748.4,760.79,747.22,12393,87113800,2792233
2020-01-15,748.59,1.17,750.48,771.44,748.59,2983,22227200,2757429
2020-01-14,757.47,0.24,759.33,764.36,757.47,2396,22643700,2790117
2020-01-13,759.33,1.1,751.1,760.72,748.93,5238,29868540,2796979
2020-10-01,751.1,0.99,758.59,759.99,749.55,10209,98109940,2766657
2020-09-01,758.59,0.16,759.62,760.65,743.38,27063,164869650,2794252
2020-08-01,759.84,0.43,763.13,763.13,747.24,2587,24115960,2798849
2020-06-01,763.13,0.4,768.53,769.04,754.03,19808,105368930,2810991
2020-03-01,766.2,0.25,764.31,779.13,752.67,17447,127604390,2822285
2020-02-01,764.31,0.34,764.06,766.23,760.69,29583,193259760,2815327
2019-12-31,761.73,0.35,760.04,763.14,759.07,35708,199148890,2805807
2019-12-30,759.1,0.47,762.68,763.69,759.1,1391,7664640,2796116
2019-12-27,762.68,0.0,762.71,766.85,755.81,9707,50595760,2809335
2019-12-26,762.71,0.53,756.46,764.96,752.73,2768,17368710,2809433
2019-12-25,758.67,0.74,767.06,767.06,751.36,9596,45176020,2794537
2019-12-24,764.32,0.09,764.98,768.7,761.86,56274,225372740,2815376
2019-12-23,764.98,0.0,764.98,766.66,764.87,18416,186867560,2817791
2019-12-20,764.98,0.28,767.14,773.19,763.95,3096,43004040,2817791
2019-12-19,767.14,0.19,768.91,774.52,763.18,2482,26271060,2825736
2019-12-18,768.58,0.36,766.04,771.46,764.8,21874,149487760,2831043
2019-12-17,765.85,0.49,768.67,770.35,757.77,8006,74542870,2820990
2019-12-16,769.61,0.52,765.66,772.58,758.39,13414,115018580,2834853
2019-12-13,765.66,0.79,775.2,775.2,762.41,7120,56907560,2820296
2019-12-12,771.73,0.42,774.04,774.04,761.6,11557,61749400,2842645
2019-11-12,775.01,0.02,774.85,775.01,759.81,19066,86067660,2854744
2019-09-12,774.85,0.34,777.47,777.47,759.85,5820,49641960,2854130
2019-06-12,777.47,0.15,778.2,778.86,756.51,20272,164019420,2863779
2019-05-12,778.67,0.27,776.58,779.16,776.36,2496,18079260,2868217
2019-04-12,776.58,0.48,778.27,779.96,773.31,7931,76282380,2860521
2019-03-12,780.29,0.4,781.81,781.81,779.35,6135,47478100,2874197
2019-02-12,777.16,0.06,779.42,780.59,763.15,9342,86512120,2862641
2019-11-29,777.6,0.14,776.53,781.56,776.53,3048,20448940,2864271
2019-11-28,776.53,0.62,783.72,784.66,776.53,4337,79556620,2860351
2019-11-27,781.39,0.02,781.57,781.57,775.97,5821,47586670,2878224
2019-11-26,781.57,0.52,777.52,784.06,776.57,16997,104083080,2878917
2019-11-25,777.52,0.81,783.9,786.62,777.52,3496,46583200,2863969
2019-11-22,783.9,0.81,777.6,783.9,777.02,4933,26413280,2887476
2019-11-21,777.6,1.1,786.64,789.91,777.6,3979,31532640,2864294
2019-11-20,786.24,0.08,786.76,788.68,785.66,10457,66153360,2896108
2019-11-19,785.64,0.89,779.96,793.07,768.64,9584,82299890,2893876
2019-11-18,778.69,0.05,778.02,780.45,775.83,6588,47402480,2868296
2019-11-15,778.27,0.73,767.7,780.59,767.7,12640,138913740,2866730
2019-11-14,784.01,0.68,800.58,800.58,778.12,5935,83429910,2887885
2019-08-11,789.38,0.22,791.09,791.79,777.82,8972,120060560,2907673
2019-07-11,791.09,0.77,798.81,798.92,777.64,11276,103485150,2913967
2019-06-11,797.23,0.38,798.37,799.53,790.29,7219,53205070,2936581
2019-05-11,794.19,1.09,802.71,802.71,782.85,12821,80574120,2925377
2019-04-11,802.92,0.6,791.93,815.22,789.02,3894,38664910,2957559
2019-01-11,798.13,0.62,792.65,798.13,783.08,8864,95557870,2939889
2019-10-31,793.23,1.47,795.99,796.97,777.56,9500,77783580,2921866
2019-10-30,781.71,0.38,805.14,805.14,781.71,13312,137063650,2879417
2019-10-28,784.72,3.5,841.0,841.05,783.41,30578,302086530,2890504
2019-10-25,813.16,0.35,816.46,821.12,796.41,18647,106970020,2995260
2019-10-24,816.01,0.49,820.23,820.86,803.07,6419,63188670,3005774
2019-10-22,820.01,0.63,831.69,832.16,810.57,4421,65943420,3020478
2019-10-21,814.91,2.15,853.59,853.59,814.91,9817,112875470,3001724
2019-10-18,832.85,2.35,852.91,862.45,810.59,16789,339550670,3067781
2019-10-17,852.91,1.0,844.5,853.36,844.5,7158,85752360,3141694
2019-10-16,844.5,1.83,813.67,852.53,812.25,19440,113908450,3110683
2019-10-14,860.24,0.83,857.14,860.24,855.46,11434,59832140,3168671
2019-11-10,853.17,0.23,855.01,855.01,835.71,3944,41706800,3142637
2019-10-10,855.12,1.68,835.93,862.08,832.67,25790,306852850,3149822
2019-09-10,869.69,6.1,855.17,870.3,854.22,6863,51132310,3203490
2019-08-10,819.68,3.22,794.61,850.42,794.14,6709,64751930,3019263
2019-07-10,794.14,3.72,752.14,794.61,752.14,10213,100600800,2925209
2019-04-10,765.64,5.05,804.0,808.87,753.28,14985,230036120,2820238
2019-03-10,806.33,6.42,861.65,872.09,805.77,20632,177118820,2970091
2019-02-10,861.65,1.03,870.76,870.76,853.36,20670,207076630,3173880
2019-01-10,870.65,0.17,869.16,876.96,869.16,7953,109313720,3207008
2019-09-26,869.16,0.95,858.81,869.16,856.06,11354,97275090,3201545
2019-09-25,860.94,0.33,858.33,869.39,858.22,13466,110746910,3171261
2019-09-23,858.11,1.62,844.47,864.04,844.47,13036,170000090,3160834
2019-09-20,844.47,0.16,857.8,857.8,838.98,9979,153367450,3110584
2019-09-19,843.11,3.03,819.35,845.05,819.35,16189,192496830,3105577
2019-09-18,818.3,0.39,814.7,825.93,805.88,22943,246407370,3014210
2019-09-17,815.14,6.82,777.99,815.14,772.26,32657,381864330,3002545
2019-09-16,763.12,6.81,765.3,765.3,718.45,17498,161407920,2810924
2019-09-13,714.48,1.71,702.45,721.22,702.26,2469,20905050,2631772
2019-12-09,702.45,1.15,694.47,704.39,690.51,9839,69728360,2587474
2019-11-09,694.47,2.8,675.75,695.74,675.75,19722,159840040,2558065
2019-10-09,675.54,0.08,675.7,675.7,671.19,7601,75675320,2488328
2019-09-09,676.06,0.07,661.61,676.06,661.47,17721,123644220,2490246
2019-06-09,675.59,1.25,667.24,675.59,667.15,7526,75377840,2488507
2019-05-09,667.24,0.7,663.05,667.71,663.05,10846,79562340,2457755
2019-04-09,662.59,0.94,656.42,663.16,656.42,7153,50175300,2440624
2019-03-09,656.42,0.11,655.72,661.88,647.08,8233,63337570,2417910
2019-02-09,655.72,1.37,679.95,679.95,655.72,5512,33392610,2415340
2019-08-30,646.88,0.34,644.69,651.43,644.3,28852,211391510,2382770
2019-08-29,644.69,0.21,643.88,649.67,643.32,25732,176438310,2374695
2019-08-28,643.32,0.46,646.54,646.54,643.32,11183,86889870,2369657
2019-08-27,646.31,0.43,644.59,646.93,643.55,4101,24852990,2380680
2019-08-26,643.52,0.44,641.18,645.92,639.19,31410,232487930,2370409
2019-08-23,640.72,0.03,640.85,644.24,640.72,7633,53036810,2360063
2019-08-22,640.93,0.22,637.68,642.78,633.0,4207,50199760,2360839
2019-08-21,642.34,1.55,632.51,642.34,632.28,7105,55381800,2366032
2019-08-20,632.51,1.58,640.37,641.23,631.57,7026,56173490,2329826
2019-08-19,642.69,1.4,633.81,643.42,633.81,12731,50710440,2367354
2019-08-16,633.81,0.25,644.43,644.43,633.81,19332,117607500,2334611
2019-08-15,635.4,0.88,638.73,638.73,621.27,6498,39630340,2340486
2019-08-14,641.06,0.46,643.54,644.48,640.12,6765,54105400,2361344
2019-08-13,644.01,0.49,646.74,648.16,642.59,2032,13881090,2372182
2019-12-08,647.18,3.78,622.17,660.2,622.17,3744,25747500,2383871
2019-09-08,623.59,0.18,624.72,624.72,621.24,339,1709080,2296974
2019-08-08,624.72,0.31,622.76,625.64,617.99,13150,59923760,2301138
2019-07-08,622.76,0.22,633.05,633.05,622.76,31056,249491810,2293938
2019-06-08,621.41,0.08,619.99,621.41,619.99,4012,28414410,2288951
2019-05-08,621.88,0.02,621.77,631.2,621.77,549,5020700,2290690
2019-02-08,621.77,1.2,630.25,630.25,620.12,591,6659120,2290277
2019-01-08,629.31,1.27,621.41,630.43,621.21,7391,43469350,2318049
2019-07-31,621.41,0.03,621.62,623.8,621.41,4518,14898620,2288951
2019-07-30,621.62,0.1,623.16,624.35,618.36,5716,50906960,2289727
2019-07-29,622.22,0.13,623.05,629.5,622.22,1956,9090310,2291931
2019-07-26,623.05,0.86,617.76,623.05,617.32,8774,54659760,2294997
2019-07-25,617.76,0.17,616.72,618.31,616.72,4820,29055420,2275502
2019-07-24,616.72,0.17,619.58,619.58,616.72,9322,105658480,2271686
2019-07-23,615.68,0.29,617.48,617.95,608.3,9175,56917100,2267854
2019-07-22,617.48,0.08,617.01,619.81,617.01,1452,7148750,2274467
2019-07-19,617.95,0.32,615.96,617.95,615.77,4781,56954060,2276207
2019-07-18,615.96,0.0,615.96,616.42,615.49,1359,11497170,2268890
2019-07-17,615.96,0.73,620.5,620.5,614.91,6215,62266690,2268866
2019-07-16,620.5,0.29,621.82,621.82,620.5,893,5263060,2285607
2019-07-15,622.29,1.81,611.21,622.29,611.21,2473,26481000,2292191
2019-12-07,611.21,1.07,617.8,619.23,611.21,2439,19125220,2251398
2019-11-07,617.8,0.69,629.99,629.99,617.8,5891,33736070,2275658
2019-10-07,622.12,0.91,630.51,630.98,617.01,6152,54464170,2291567
2019-09-07,616.54,0.44,619.27,619.27,616.51,1466,8622150,2271019
2019-08-07,619.27,1.03,612.95,619.27,600.64,1307,12109530,2281076
2019-05-07,612.95,2.25,627.08,628.96,606.05,208949,2075855710,2257781
2019-04-07,627.08,1.42,623.05,632.36,622.98,10892,57784490,2309822
2019-03-07,618.32,3.11,599.69,618.32,598.01,1007,8747000,2277581
2019-02-07,599.69,2.94,617.87,618.32,598.28,9427,89499660,2208964
2019-01-07,617.87,0.23,627.19,627.19,617.87,11776,75246340,2275927
2019-06-28,619.27,0.91,613.67,620.36,613.67,3485,10687640,2281073
2019-06-27,613.67,0.35,611.5,614.91,609.77,5333,37058700,2260454
2019-06-26,611.5,0.42,615.07,617.82,608.29,10592,73237400,2252440
2019-06-25,614.1,0.5,612.94,614.1,612.94,5968,35522640,2262014
2019-06-24,611.05,0.2,612.72,612.72,611.05,2574,9306340,2250807
2019-06-21,612.25,0.25,613.65,619.31,612.25,9560,40961180,2255198
2019-06-20,613.76,0.57,615.38,615.38,613.21,2402,16682060,2260773
2019-06-19,617.27,0.19,615.1,617.27,615.1,18226,77242320,2273712
2019-06-17,616.08,0.1,615.12,616.08,614.19,1053,7241440,2269306
2019-06-14,615.46,0.78,610.72,615.46,610.72,18782,89047400,2267038
2019-06-13,610.72,0.31,613.05,613.51,610.72,7767,32180700,2249567
2019-12-06,612.61,0.54,613.51,614.49,612.61,12697,54636560,2256520
2019-11-06,615.94,0.39,611.16,615.94,608.83,13259,114062120,2268787
2019-10-06,613.52,0.21,611.76,613.52,611.65,16648,88898000,2259884
2019-07-06,612.23,0.79,607.43,613.16,607.43,20205,120183980,2255151
2019-06-06,607.43,0.18,608.52,610.0,607.43,6508,52337220,2237471
2019-05-06,608.52,0.87,612.9,614.79,608.52,23586,196868120,2241471
2019-04-06,613.86,0.11,612.82,614.8,612.47,15702,111765700,2261150
2019-03-06,613.18,0.0,613.9,618.56,613.18,3706,37336020,2258656
2019-05-31,613.18,1.84,620.45,621.97,607.6,2783,13385980,2258656
2019-05-30,602.11,0.35,604.71,619.97,602.11,10715,43350790,2217848
2019-05-29,599.99,0.19,601.2,626.13,599.79,6552,39258200,2210049
2019-05-28,598.84,1.27,596.06,599.31,591.17,17713,121086100,2205807
2019-05-27,591.31,0.39,592.25,593.64,588.17,8022,45561840,2178079
2019-05-24,593.62,0.77,589.07,593.62,585.68,23911,120102500,2186589
2019-05-23,589.07,0.56,584.88,589.97,584.88,10730,61855080,2169831
2019-05-21,592.37,1.22,583.81,593.68,582.73,9457422,120124962564,2182002
2019-05-17,585.24,0.5,582.2,588.51,582.09,15187,66586710,2158894
2019-05-16,588.19,1.0,588.19,593.37,587.74,14565,107456690,2158894
2019-10-05,582.39,0.63,586.1,587.05,582.39,12770,84013460,2158894
2019-09-05,586.1,1.65,578.43,587.05,574.3,8120,48097140,2158894
2019-08-05,576.56,1.07,572.81,576.56,572.81,12213,52093840,2123736
2019-07-05,570.48,0.1,570.48,570.48,570.01,6306,39678400,2101364
2019-06-05,569.92,0.34,571.87,571.87,569.92,2679,19079020,2099295
2019-03-05,571.87,1.38,584.04,584.04,561.69,13237,110496400,2106486
2019-02-05,579.85,0.45,574.12,579.85,574.12,2548,25727720,2135859
2019-04-30,577.23,1.13,568.41,578.71,568.41,1707,17189000,2126203
2019-04-29,570.77,0.39,564.46,578.63,564.46,4485,39513560,2102430
2019-04-26,568.57,0.36,566.92,570.9,564.59,11913,85992590,2094328
2019-04-25,570.62,0.7,565.5,570.62,565.5,18255,165990140,2101885
2019-04-24,566.63,2.13,578.96,578.96,566.63,24856,226628700,2087160
2019-04-23,578.96,1.57,569.08,580.37,569.08,12432,108490400,2132577
2019-04-22,570.0,0.01,569.92,571.31,568.99,9002,74208300,2099570
2019-04-19,569.92,0.77,566.04,580.93,566.04,8948,66317100,2099278
2019-04-18,565.57,1.95,588.94,593.1,562.53,8167,57470920,2083265
2019-12-04,576.83,1.13,583.4,583.4,576.36,2674,11023320,2124741
2019-11-04,583.4,3.12,565.76,583.96,565.76,891,4068160,2148938
2019-10-04,565.76,1.86,565.76,577.44,564.46,12928,92440140,2083984
2019-09-04,576.5,0.21,575.29,589.46,575.08,4491,25252480,2123511
2019-08-04,575.29,0.43,572.85,575.29,572.85,416,2354560,2119069
2019-05-04,572.85,0.52,575.87,576.82,564.7,6338,49131620,2110078
2019-04-04,575.87,0.25,577.32,577.95,575.87,1081,5605840,2121214
2019-03-04,577.32,0.23,578.17,578.17,571.73,6609,27649060,2126543
2019-02-04,578.64,0.16,579.58,584.26,578.64,16341,102977700,2131428
2019-01-04,577.7,0.43,580.21,584.86,571.49,7642,71391400,2127931
2019-03-29,580.21,0.08,579.73,582.1,579.73,3004887,6034715820,2137180
2019-03-28,579.73,0.09,580.26,580.26,579.17,21660,73749000,2135441
2019-03-27,580.26,0.0,580.26,584.92,577.7,15719,78132200,2137373
