Date,Current Index,%Change,Opening,High,Low,Trading Volume (shr),Trading Value (KHR),Market Cap.(Mil.KHR)
2023-09-19,462.38,0.21,461.39,463.22,460.4,77596,668911090,12401483
2023-09-18,461.42,0.09,462.53,462.53,459.52,81889,693246670,12375864
2023-09-15,461.82,0.04,461.52,461.91,460.65,51639,375381030,12386618
2023-09-14,461.63,0.15,461.59,462.33,459.93,49709,377165210,12381467
2023-09-13,462.32,0.37,460.95,464.22,460.06,72530,534518740,12400128
2023-12-09,460.6,0.15,465.18,465.42,459.21,52468,280437770,12353886
2023-11-09,459.92,1.27,453.6,464.64,453.6,104904,707694430,12335751
2023-08-09,454.17,0.53,457.42,457.42,451.03,144243,576129470,12181521
2023-07-09,456.57,0.98,460.6,460.93,452.95,112754,468170540,12245879
2023-06-09,461.07,0.19,462.56,462.56,459.26,91300,650771580,12366397
2023-05-09,461.94,1.56,468.91,469.23,454.59,104864,656353100,12389908
2023-04-09,469.25,0.43,471.06,473.21,468.02,79842,540725580,12585863
2023-01-09,471.28,0.38,463.21,472.97,463.21,94960,412360010,12640277
2023-08-31,473.09,0.08,473.28,473.95,472.15,35827,253745410,12688906
2023-08-30,473.48,0.11,473.23,474.32,472.31,68978,536138610,12699305
2023-08-29,472.94,0.28,474.27,474.97,471.4,97253,612360660,12684967
2023-08-28,474.27,1.23,480.08,480.08,473.61,146728,866793110,12720448
2023-08-25,480.2,0.45,481.75,483.65,480.2,73027,471710410,12879534
2023-08-24,482.39,0.24,482.66,482.74,481.06,47929,315383330,12938413
2023-08-23,483.54,0.26,484.43,484.72,481.36,98065,678882540,12969044
2023-08-22,484.81,0.12,485.67,486.0,482.04,99603,669891390,13003118
2023-08-21,485.41,0.14,487.31,487.31,483.33,108925,746986660,13019197
2023-08-18,486.1,0.08,486.88,487.65,484.98,80918,559827130,13037901
2023-08-17,486.47,0.14,485.48,487.14,484.43,150835,1095379550,13047708
2023-08-16,485.8,0.76,489.23,489.77,484.67,149781,634619780,13029715
2023-08-15,489.5,0.66,489.15,492.07,486.33,145138,815312980,13129100
2023-08-14,492.73,1.23,486.75,492.91,484.59,239738,1267712220,13215738
2023-11-08,486.73,0.37,488.22,488.81,485.69,107929,840464440,13054832
2023-10-08,488.54,0.16,487.69,489.54,485.82,127023,1001281960,13103232
2023-09-08,489.33,0.21,490.03,490.03,486.78,189260,1626695340,13124450
2023-08-08,490.36,0.0,490.42,491.4,487.71,189444,1054558900,13151955
2023-07-08,490.34,0.36,491.77,491.83,486.63,148717,857890950,13151531
2023-04-08,492.09,0.04,491.56,492.81,489.17,87050,535200470,13198538
2023-03-08,491.88,0.01,491.54,493.88,490.67,50883,362270850,13192785
2023-02-08,491.81,0.86,495.49,496.0,491.21,218735,1062278980,13190999
2023-01-08,496.1,0.35,494.73,497.18,492.44,159554,917415500,13306091
2023-07-31,494.38,0.24,496.07,496.07,493.33,84844,608065760,13259991
2023-07-28,495.56,0.13,497.65,498.02,492.67,148206,685961120,13291487
2023-07-27,496.2,0.65,499.14,499.69,494.46,199516,1065875260,13308713
2023-07-26,499.45,0.61,497.49,500.91,494.8,186744,925084670,13395972
2023-07-25,496.43,0.7,499.94,502.01,489.93,227227,1202537210,13314763
2023-07-21,499.92,0.13,503.23,503.23,495.11,123240,828604340,13408366
2023-07-20,499.27,2.71,488.54,503.97,483.42,254205,884956750,13390977
2023-07-19,486.11,2.53,497.85,497.85,481.66,274919,951159530,13038058
2023-07-18,498.72,1.33,505.47,505.86,498.26,257485,927620110,13376314
2023-07-17,505.43,0.33,507.26,510.91,505.12,214173,868326810,13556343
2023-07-14,507.08,0.19,508.66,513.78,501.39,213758,810467020,13600641
2023-07-13,506.11,3.84,503.51,526.38,502.2,623730,2116671270,13574395
2023-12-07,526.3,4.76,529.84,529.84,523.61,1101572,3430042200,14115992
2023-11-07,552.59,5.29,548.92,552.61,548.68,679716,2580846970,14821253
2023-10-07,524.83,4.22,524.24,525.14,523.76,315959,1465099920,14076570
2023-07-07,503.57,4.04,501.92,504.17,500.01,633626,2171590840,13506466
2023-06-07,484.0,3.63,471.17,484.37,467.57,611749,2257571460,12981424
2023-05-07,467.03,1.04,463.12,470.31,462.66,220966,903694700,12526313
2023-04-07,462.23,0.28,462.47,462.86,460.53,193663,664358580,12397678
2023-03-07,460.94,0.02,460.95,463.74,459.55,163884,654325310,12362971
2023-06-30,460.85,1.15,456.08,461.36,453.79,425899,1396055760,12360547
2023-06-29,455.61,0.35,455.35,455.61,452.64,139864,601544570,12219911
2023-06-28,454.03,0.98,459.58,459.62,453.47,637325,1886928990,12177701
2023-06-27,458.53,0.07,458.06,458.57,457.18,548102,1757188170,11578270
2023-06-26,458.83,0.02,458.33,460.05,457.49,45018,448657900,6958926
2023-06-23,458.9,0.28,459.51,460.09,457.94,35735,320999060,6960047
2023-06-22,460.18,0.05,459.92,460.57,458.87,123801,1177503270,6979470
2023-06-21,460.41,0.13,460.98,460.98,459.37,44742,431458440,6982949
2023-06-20,461.03,0.1,461.46,462.1,460.18,24556,242418760,6992338
2023-06-19,461.48,0.55,461.75,462.27,459.41,85542,856442380,6999230
2023-06-16,464.02,0.05,464.15,464.15,462.53,76417,777244240,7037662
2023-06-15,464.27,0.04,464.52,464.52,463.51,81038,811494850,7041446
2023-06-14,464.47,0.13,464.49,465.11,463.82,74440,735337910,7044498
2023-06-13,465.06,0.06,464.7,465.64,463.73,117161,1129451640,7053463
2023-12-06,465.32,0.04,465.14,465.9,463.94,83082,647917980,7057402
2023-09-06,465.14,0.45,462.51,465.14,462.51,35805,343395610,7054764
2023-08-06,463.04,0.62,463.73,464.72,462.49,48691,435387160,7022795
2023-07-06,465.91,0.02,465.98,466.69,465.35,48894,434602660,7066314
2023-06-06,466.0,0.07,466.34,466.71,464.83,71906,696022030,7067776
2023-05-06,466.34,0.15,467.03,467.19,466.05,54274,516975100,7072895
2023-02-06,467.03,0.08,466.96,468.02,466.41,135486,1355554420,7083409
2023-01-06,467.42,0.14,466.76,467.6,466.21,51556,475396770,7089247
2023-05-31,466.78,0.0,466.11,467.78,466.11,42748,370536770,7079515
2023-05-30,466.76,0.03,466.32,467.78,465.69,153902,1539620750,7079272
2023-05-29,466.89,0.03,465.99,467.05,465.97,59409,576888450,7081273
2023-05-26,466.75,0.01,466.41,466.92,465.73,81384,789925450,7079136
2023-05-25,466.79,0.06,465.96,467.15,465.83,75583,688376170,7079784
2023-05-24,466.53,0.38,467.72,467.78,465.62,155200,1573667530,7075791
2023-05-23,468.31,0.14,468.95,469.69,468.31,143606,1454850820,7102796
2023-05-22,468.95,0.31,469.9,470.63,467.92,197801,2012186820,7112488
2023-05-19,470.42,0.47,466.13,471.2,466.13,128297,1266657630,7134711
2023-05-18,468.2,0.1,467.69,468.6,466.32,55263,560095780,7101033
2023-05-17,467.74,0.07,467.32,467.97,466.8,53318,517148080,7094109
2023-05-16,467.42,0.13,467.75,468.63,466.72,39588,385751120,7089258
2023-05-15,468.03,0.21,469.02,470.11,463.31,65811,667441630,7098499
2023-12-05,469.02,0.13,469.52,470.26,468.21,54169,531539680,7113521
2023-11-05,469.64,0.09,468.98,470.42,468.73,33586,326226930,7122919
2023-10-05,469.21,0.04,469.57,470.14,468.27,103813,1051660300,7116427
2023-09-05,469.0,4.51,469.71,471.18,467.79,219840,2220575150,7113178
2023-05-05,491.16,0.99,496.13,496.13,489.95,349671,3670624260,7449292
2023-03-05,496.09,0.05,495.56,498.44,495.08,219405,2341722580,7524049
2023-02-05,495.85,1.39,502.26,502.84,495.85,176947,1790178460,7520404
2023-04-28,502.84,0.13,503.29,505.95,501.5,171391,1859646590,7626407
2023-04-27,502.17,0.09,501.74,502.88,501.38,26445,288062170,7616299
2023-04-26,501.74,0.18,503.23,503.23,501.08,50153,552963610,7609765
2023-04-25,502.66,0.71,506.26,506.83,501.37,92725,980521990,7623728
2023-04-24,506.26,0.02,506.57,508.43,505.51,177122,1906360760,7678341
2023-04-21,506.38,0.17,506.08,506.98,505.43,177683,1983622770,7680187
2023-04-20,505.52,0.11,507.32,509.26,505.5,171506,1923814840,7667089
2023-04-19,506.06,0.54,503.32,506.06,502.71,329706,3730405830,7675371
2023-04-18,503.32,0.06,502.34,504.55,501.59,100620,965615440,7633685
2023-04-17,503.02,0.1,503.58,503.67,502.27,70550,693171550,7629249
2023-04-13,503.5,0.22,502.4,503.66,502.08,45108,482572740,7636450
2023-12-04,502.4,0.07,502.09,502.42,499.57,58265,630551740,7619778
2023-11-04,502.03,0.4,500.0,502.91,500.0,79602,886563760,7614238
2023-10-04,500.03,0.96,495.37,500.03,495.37,48307,509530290,7583867
2023-07-04,495.26,0.29,494.4,495.83,493.49,91185,987668010,7511473
2023-06-04,493.83,0.05,493.04,495.75,492.95,50157,507707470,7489830
2023-05-04,493.6,0.01,494.79,494.93,493.13,39646,327467420,7486375
2023-04-04,493.53,0.02,493.32,493.96,492.77,43186,447853820,7485280
2023-03-04,493.43,0.04,492.21,494.59,492.21,62255,579991100,7483781
2023-03-31,493.21,0.02,492.73,493.29,491.94,71946,764307990,7480353
2023-03-30,493.3,0.1,493.29,493.54,491.51,73193,667515830,7481788
2023-03-29,493.8,0.29,494.06,495.29,493.13,24312,196474120,7489358
2023-03-28,495.26,0.02,494.26,495.6,493.24,44697,433759470,7511509
2023-03-27,495.17,0.1,495.2,496.36,494.17,76183,687268680,7510187
2023-03-24,494.7,0.03,495.16,495.3,493.58,41666,324092710,7503004
2023-03-23,494.84,0.07,496.13,496.13,494.3,44356,445584710,7505089
2023-03-22,495.18,0.27,495.14,495.66,493.21,119565,1176859960,7510363
2023-03-21,496.54,0.02,495.73,496.87,495.57,84554,896355100,7530978
2023-03-20,496.46,0.06,496.61,497.32,492.74,200053,2124021510,7529710
2023-03-17,496.16,0.73,493.59,498.0,492.53,111476,1124898810,7525219
2023-03-16,492.57,0.3,493.51,493.51,490.01,115804,1185447940,7470673
2023-03-15,491.12,0.07,490.16,492.08,487.55,183451,1903073450,7448704
2023-03-14,490.78,2.58,502.61,503.18,483.67,352476,3329667990,7443532
2023-03-13,503.8,0.4,505.44,505.69,501.56,80949,843094410,7640992
2023-10-03,505.83,0.08,505.72,506.29,502.61,71423,689032260,7671831
2023-09-03,506.21,0.09,506.65,506.88,505.12,61506,619762220,7677520
2023-07-03,506.65,0.14,507.38,507.88,505.92,40703,441851020,7684273
2023-06-03,507.38,0.1,507.31,508.6,506.49,38802,313876750,7695314
2023-03-03,507.87,0.0,507.84,507.95,505.67,86114,889991850,7702803
2023-02-03,507.86,0.01,508.57,508.65,506.89,33075,338330790,7702687
2023-01-03,507.91,0.06,507.21,508.41,506.26,145419,1465716380,7703430
2023-02-28,508.23,0.03,507.99,508.55,506.36,54973,472905820,7708298
2023-02-27,508.1,0.22,507.53,508.27,505.52,60982,657460670,7706236
2023-02-24,507.0,0.34,505.8,507.07,505.54,37065,370646410,7689500
2023-02-23,505.3,0.07,504.85,505.3,502.31,91033,960794910,7663860
2023-02-22,505.63,1.01,511.23,511.8,503.18,173281,1898840850,7668718
2023-02-21,510.8,1.83,508.42,512.3,505.93,202050,2076323100,7747254
2023-02-20,501.64,0.47,500.85,502.76,500.0,102751,1080546780,7608343
2023-02-17,499.28,0.59,496.18,500.06,496.18,101487,830819150,7572527
2023-02-16,496.35,0.57,494.18,496.78,492.79,90966,887285500,7528025
2023-02-15,493.55,0.11,492.5,493.55,492.21,41569,415511700,7485593
2023-02-14,492.99,0.09,493.28,493.28,491.77,53367,534715780,7477157
2023-02-13,493.42,0.01,492.65,493.42,491.98,67652,604916720,7483667
2023-10-02,493.36,0.12,493.38,493.49,491.53,54061,541397950,7482646
2023-09-02,492.78,0.02,492.86,493.32,491.94,26843,247387810,7473936
2023-08-02,492.86,0.16,492.22,493.26,491.38,44936,449139410,7475092
2023-07-02,492.09,0.04,492.35,492.9,491.24,62201,585254900,7463401
2023-06-02,492.31,0.06,492.06,492.52,490.97,34778,362753810,7466825
2023-03-02,492.61,0.22,491.12,492.92,491.12,74997,682010010,7471307
2023-02-02,491.55,0.03,491.65,492.2,490.87,37536,319907480,7455263
2023-01-02,491.68,0.05,492.19,492.48,490.31,56169,502256400,7457186
2023-01-31,491.92,0.02,491.36,492.05,490.42,78793,706809500,7460833
2023-01-30,491.82,0.05,491.57,492.21,490.04,73264,736472070,7459301
2023-01-27,492.06,0.28,490.24,492.06,490.24,54419,527493220,7462945
2023-01-26,490.67,0.1,491.15,491.37,489.35,70057,614899220,7441890
2023-01-25,491.17,0.18,490.26,491.17,489.0,53383,524811730,7449545
2023-01-24,490.31,0.03,490.49,490.75,489.57,37768,373700070,7436455
2023-01-23,490.47,0.22,488.81,490.71,488.81,38237,417689020,7438923
2023-01-20,489.37,0.27,488.03,489.43,487.7,62812,544720640,7422247
2023-01-19,488.03,0.09,488.26,488.38,487.07,32605,276650540,7401839
2023-01-18,487.59,0.06,487.92,488.11,486.5,65343,594761510,7395190
2023-01-17,487.87,0.02,489.1,489.34,486.54,54954,521620330,7399401
2023-01-16,487.97,0.07,487.43,488.59,487.43,57378,588651870,7400907
2023-01-13,488.3,0.08,488.2,488.54,487.01,73587,554702950,7405901
2023-12-01,487.93,0.09,486.22,487.93,485.71,64005,606623110,7400283
2023-11-01,487.49,0.19,485.89,487.49,485.52,77205,784247140,7393687
2023-10-01,486.58,0.04,486.27,486.58,484.75,43724,412442020,7379861
2023-09-01,486.79,0.08,485.76,487.04,484.26,91287,946967630,7383044
2023-06-01,487.18,0.03,487.06,487.28,485.71,63850,567524170,7388948
2023-05-01,487.04,0.09,487.06,487.14,485.59,60768,444099570,7386853
2023-04-01,486.61,0.2,485.28,486.61,484.44,71365,647281960,7380269
2023-03-01,485.66,0.18,484.34,485.66,483.88,88245,861787740,7365856
2023-02-01,484.8,0.23,484.77,485.01,483.75,64218,642962960,7352833
2022-12-30,483.71,0.37,482.24,483.71,481.36,161730,1658816300,7336263
2022-12-29,481.91,0.38,480.18,481.91,479.61,65488,650295890,7309020
2022-12-28,480.07,0.01,480.17,480.93,478.59,77183,743403550,7281113
2022-12-27,480.02,0.01,479.89,480.03,478.69,68007,646842730,7280443
2022-12-26,479.99,0.16,480.29,480.43,478.19,98140,928867280,7279939
2022-12-23,479.21,0.33,478.55,479.21,476.15,87145,889973200,7268037
2022-12-22,477.64,0.01,476.62,478.8,474.74,53397,529574570,7244294
2022-12-21,477.58,0.01,477.44,477.83,475.53,49720,401355920,7243422
2022-12-20,477.53,0.06,474.96,477.53,474.58,65821,587135530,7242544
2022-12-19,477.25,0.1,476.77,477.25,474.55,62759,633067290,7238306
2022-12-16,476.77,0.13,475.87,476.77,474.56,75866,740372250,7231111
2022-12-15,477.37,0.08,478.49,479.3,476.1,65318,620513600,7240174
2022-12-14,477.77,0.31,476.48,478.34,476.45,46801,411881840,7246295
2022-12-13,476.28,0.22,475.12,476.28,474.55,68957,574775180,7223634
2022-12-12,475.24,0.22,474.3,475.24,473.01,95713,654273600,7207830
2022-09-12,474.21,0.14,473.53,474.57,472.17,81484,602179370,7192250
2022-08-12,473.53,0.16,472.79,473.53,471.62,56771,518132650,7181999
2022-07-12,472.79,0.22,471.76,472.79,470.96,74164,737050740,7170695
2022-06-12,471.76,0.11,472.49,472.6,469.7,78858,799682710,7155061
2022-05-12,472.28,0.01,472.22,472.56,470.97,44795,422274740,7162944
2022-02-12,472.22,0.02,472.13,472.85,470.53,43940,404592740,7162080
2022-01-12,472.13,0.02,472.13,472.77,471.08,42345,408587420,7160642
2022-11-30,472.22,0.1,473.27,473.3,470.05,33690,315684160,7162029
2022-11-29,472.7,0.09,471.65,472.7,469.86,68571,698880350,7169354
2022-11-28,472.28,0.04,472.35,472.44,469.32,70753,714582730,7163048
2022-11-25,472.45,0.71,468.9,472.45,468.9,38456,350150620,7165512
2022-11-24,469.13,0.24,469.14,469.14,465.82,98552,987400830,7115153
2022-11-23,470.26,0.44,471.17,471.75,468.73,96674,970508920,7132361
2022-11-22,472.32,0.35,472.74,473.7,470.89,39880,389181660,7163518
2022-11-21,473.99,0.37,475.81,475.95,472.16,67233,654101950,7188861
2022-11-18,475.76,0.16,475.21,475.79,473.36,58137,538938780,7215755
2022-11-17,475.0,0.28,475.89,476.08,473.29,61766,550505620,7204280
2022-11-16,476.33,0.25,477.4,477.51,472.88,116762,937520090,7224441
2022-11-15,477.5,0.25,478.7,479.25,472.33,109532,1055133020,7242110
2022-11-14,478.7,0.26,480.02,480.29,476.94,135136,837983500,7260305
2022-11-11,479.94,0.07,480.32,480.67,478.07,101171,1032006660,7279147
2022-10-11,480.29,0.1,480.32,481.7,478.27,92242,957190680,7284395
2022-04-11,479.79,0.96,477.27,483.56,477.27,129976,1310928150,7276944
2022-03-11,475.25,0.99,471.71,475.25,471.03,99811,966786390,7207971
2022-02-11,470.58,0.19,469.79,470.67,468.54,80860,779859770,7137130
2022-01-11,469.68,0.02,470.07,470.07,468.29,73774,736816720,7123544
2022-10-31,469.76,0.01,469.12,469.76,468.0,92376,914752010,7124710
2022-10-28,469.8,0.01,469.85,469.96,468.17,129423,1313443840,7125300
2022-10-27,469.75,0.25,470.49,470.49,468.35,31834,255010900,7124642
2022-10-26,468.59,0.4,465.34,468.82,465.34,107091,1079889340,7107001
2022-10-25,466.71,0.09,467.3,467.3,465.08,160781,1614664850,7078447
2022-10-24,467.13,0.14,467.83,468.01,464.83,57154,521875130,7084873
2022-10-21,467.8,0.51,466.23,467.8,463.59,115226,1066512530,7095103
2022-10-20,465.44,0.12,464.88,465.44,463.41,52844,508790180,7059279
2022-10-19,464.88,0.23,463.97,464.88,462.69,91979,904392480,7050769
2022-10-18,463.82,0.3,462.43,463.82,460.73,113657,1094549660,7034686
2022-10-17,462.43,0.09,462.99,462.99,461.16,94863,903681480,7013664
2022-10-14,462.85,0.18,462.02,462.85,461.42,101527,1017722290,7019919
2022-10-13,462.02,0.03,462.16,462.21,460.07,151612,1436503660,7007339
2022-12-10,462.16,0.14,462.83,463.42,461.06,98106,970475270,7009492
2022-11-10,462.83,0.05,461.46,462.94,460.97,109288,1023812510,7019610
2022-10-10,462.6,0.53,463.94,464.17,461.07,87674,806215960,7016168
2022-07-10,465.08,0.12,465.11,465.21,463.29,102997,1019170770,7053757
2022-06-10,464.51,0.27,465.8,465.85,464.31,35145,337322010,7045065
2022-05-10,465.78,0.19,465.96,465.96,463.57,103242,992812280,7064417
2022-04-10,466.67,0.05,465.18,466.67,463.95,78010,792838400,7077821
2022-03-10,466.45,0.12,466.56,466.66,464.96,59191,572487940,7074599
2022-09-30,467.02,0.03,466.27,467.02,465.75,77537,720179950,7083131
2022-09-29,467.15,0.1,466.44,467.15,465.21,90511,889136480,7085168
2022-09-28,466.67,0.12,467.23,467.23,464.88,91640,926932310,7077908
2022-09-27,467.23,0.08,466.64,467.44,464.81,67330,653153990,7086313
2022-09-23,467.61,0.18,466.36,467.61,466.08,52816,513492430,7092132
2022-09-22,466.78,0.37,465.04,466.78,464.5,80449,691524840,7079624
2022-09-21,465.04,0.18,464.05,465.04,463.61,76095,559112750,7053216
2022-09-20,464.21,0.73,466.44,467.09,458.38,34894,355347290,7040636
2022-09-19,467.61,0.07,465.97,467.61,465.43,58756,574538910,7092115
2022-09-16,467.29,0.01,466.12,467.29,465.51,58388,574669510,7087250
2022-09-15,467.26,0.13,467.31,467.46,464.91,48253,468280870,7086819
2022-09-14,467.89,0.02,467.44,467.89,465.76,59647,505963390,7096325
2022-09-13,467.79,0.03,467.36,467.79,466.52,54949,535617290,7094888
2022-12-09,467.93,0.04,467.28,468.04,465.88,318818,4121661330,7097075
2022-09-09,468.12,0.0,468.24,468.34,467.37,22946,200478580,7099878
2022-08-09,468.13,0.08,468.52,468.87,467.11,24187,148762890,7099991
2022-07-09,468.52,0.06,467.88,468.52,466.41,74405,758207760,7105985
2022-06-09,468.79,0.04,468.49,469.46,465.27,103476,845428110,7110003
2022-05-09,468.62,0.05,469.29,469.34,466.52,144903,1069506880,7107435
2022-02-09,468.85,0.16,468.1,470.25,466.74,72871,752703180,7111021
2022-01-09,468.1,0.12,468.18,468.18,465.47,129887,1306470100,7099655
2022-08-31,468.66,0.15,469.0,469.0,466.87,96655,966057760,7108074
2022-08-30,469.37,0.12,468.58,469.37,467.9,45840,466898190,7118873
2022-08-29,468.81,0.59,469.32,471.6,442.47,114473,1171448860,7110296
2022-08-26,471.6,0.15,470.5,472.34,470.08,61870,585741020,7152734
2022-08-25,470.9,0.17,471.14,471.48,469.86,53271,494704710,7142057
2022-08-24,471.71,0.06,470.93,472.91,470.93,47134,457925340,7154388
2022-08-23,471.98,0.17,472.21,472.36,471.38,73284,629722270,7158416
2022-08-22,472.78,0.09,471.78,472.78,471.56,75356,749873900,7170527
2022-08-19,473.2,0.2,471.67,473.2,470.91,91216,871363780,7176892
2022-08-18,472.24,0.17,472.42,472.99,471.1,52199,508275260,7162411
2022-08-17,473.04,0.04,472.78,473.46,471.41,62967,620022230,7174539
2022-08-16,473.23,0.08,472.71,473.64,470.79,117060,1190774520,7177445
2022-08-15,472.83,0.01,472.33,473.16,471.44,56089,557017460,7171269
2022-12-08,472.8,0.06,472.74,473.01,471.55,54200,542343930,7170936
2022-11-08,472.51,0.03,472.07,472.51,470.7,83693,793991140,7166491
2022-10-08,472.64,0.03,473.47,473.47,471.29,76325,692406310,7168488
2022-09-08,472.8,0.32,472.45,474.73,471.55,69834,698565010,7170896
2022-08-08,471.31,0.28,469.98,472.07,469.41,64037,625169360,7148273
2022-05-08,469.98,0.63,466.37,469.98,464.96,208473,2080638600,7128067
2022-04-08,467.04,0.91,470.21,470.71,467.04,159855,1582523960,7083493
2022-03-08,471.35,0.59,472.89,472.89,469.71,189664,1838741170,7148883
2022-02-08,474.15,0.16,474.34,474.44,472.47,89789,893949460,7191283
2022-01-08,474.91,0.22,474.9,474.95,472.39,72975,695945070,7202863
2022-07-29,475.98,0.03,474.82,475.98,473.61,49497,472745260,7219070
2022-07-28,475.82,0.04,475.44,475.89,473.43,100711,998910280,7216733
2022-07-27,476.01,0.04,475.73,476.01,473.4,58060,567980190,7219496
2022-07-26,476.2,0.1,475.7,476.23,472.53,80561,839502280,7222386
2022-07-25,476.69,0.28,478.05,478.05,474.63,99399,1013525240,7229811
2022-07-22,478.05,0.16,477.36,478.25,476.33,417618,6125247180,7250484
2022-07-21,477.31,0.17,475.35,477.31,474.62,82103,799275650,7239262
2022-07-20,476.49,0.02,476.85,476.85,474.69,73308,695817730,7226834
2022-07-19,476.57,0.04,475.45,476.57,473.32,166657,1703807650,7227997
2022-07-18,476.78,1.18,480.28,481.99,476.32,176271,1786216940,7231227
2022-07-15,482.48,0.18,482.17,483.01,481.22,125625,1247563380,7317660
2022-07-14,483.36,0.24,484.81,484.81,482.05,72804,734044800,7331050
2022-07-13,484.53,0.06,485.1,485.22,482.2,81676,824839520,7348821
2022-12-07,484.84,0.1,484.93,485.5,482.4,142152,1342940370,7353534
2022-11-07,485.33,0.37,486.96,486.97,484.86,103543,1088003660,7360922
2022-08-07,487.14,0.13,486.73,487.86,485.66,113744,1209724610,7388342
2022-07-07,486.51,0.12,488.36,488.36,485.41,127376,1197712750,7378747
2022-06-07,487.11,0.15,487.68,487.75,485.94,69340,702109650,7387926
2022-05-07,487.85,0.28,486.03,487.85,485.35,121180,1232413800,7399190
2022-04-07,486.5,0.69,488.62,489.76,480.77,82138,850271810,7378629
2022-01-07,489.89,0.32,491.45,491.45,488.39,86240,798818400,7430114
2022-06-30,491.45,0.23,488.13,491.45,488.13,49470,462106100,7453759
2022-06-29,490.32,0.07,488.98,491.1,487.55,102022,998518550,7436552
2022-06-28,489.96,0.04,487.94,490.9,486.62,72688,719473710,7431172
2022-06-27,489.75,0.5,491.63,493.91,488.66,89620,900542000,7427964
2022-06-24,492.2,0.28,490.89,494.46,489.86,155286,1667293010,7465075
2022-06-23,493.6,0.53,490.99,493.6,488.22,72547,752004560,7486411
2022-06-22,490.99,0.32,488.11,493.63,483.07,423947,4127907340,7446772
2022-06-21,489.4,1.05,493.76,494.26,489.4,266138,2810573270,7422577
2022-06-20,494.59,0.97,499.55,500.36,493.06,224059,2366016010,7501367
2022-06-17,499.44,0.25,497.07,500.59,496.38,217062,2363837970,7574847
2022-06-16,498.21,0.6,499.44,500.58,495.42,137289,1437299300,7556324
2022-06-15,501.2,0.68,503.52,504.09,497.39,353150,3779556870,7601605
2022-06-14,504.65,0.62,507.08,507.08,502.85,304892,2373687040,7653943
2022-06-13,507.8,0.07,507.78,507.9,505.91,161266,1612361630,7701772
2022-10-06,508.16,0.01,506.95,508.7,506.79,83014,812373220,7707123
2022-09-06,508.1,0.27,509.17,509.74,507.29,82339,824567090,7706208
2022-08-06,506.72,0.1,505.52,506.95,504.62,100169,997109870,7685318
2022-07-06,506.21,0.1,506.6,506.75,504.29,77671,830136870,7677645
2022-03-06,506.72,0.01,505.47,506.81,504.56,87348,949892260,7685288
2022-02-06,506.67,0.07,505.87,506.73,505.29,78554,768043980,7684494
2022-01-06,506.31,0.11,504.6,506.31,504.4,98571,1057032760,7679167
2022-05-31,505.75,0.39,507.07,507.55,504.73,43061,418113840,7670545
2022-05-30,507.71,0.35,508.93,508.98,506.41,111681,1229439260,7700381
2022-05-27,509.5,0.23,509.06,509.75,508.15,107662,1118511640,7727557
2022-05-26,510.67,0.25,511.01,511.01,508.39,514248,2759026800,7745210
2022-05-25,509.41,0.27,507.99,509.41,507.08,155924,1614033550,7726175
2022-05-24,508.03,0.03,507.65,508.03,506.64,121241,1518559280,7705256
2022-05-23,508.17,0.11,508.45,509.07,506.31,105053,1118465100,7707264
2022-05-20,508.71,0.36,506.9,508.71,504.42,124238,1391367360,7715483
2022-05-18,506.86,0.45,504.57,506.86,504.05,100323,988072350,7687392
2022-05-17,504.57,0.34,505.74,505.76,504.23,115932,1208630800,7652708
2022-05-16,506.27,0.03,507.55,509.09,504.8,149875,1492917530,7678451
2022-05-13,506.12,0.31,504.56,507.99,504.56,93047,854372150,7676169
2022-12-05,504.56,0.19,503.69,505.3,502.98,130854,1180871850,7652634
2022-11-05,503.59,0.02,502.88,504.36,502.15,160631,1658698460,7637880
2022-10-05,503.5,0.71,506.73,507.12,502.38,203989,2251392030,7636507
2022-09-05,507.09,0.4,509.17,509.17,506.15,158303,1749629650,7690910
2022-06-05,509.12,1.01,503.47,509.94,503.47,149794,1590392810,7721712
2022-05-05,504.04,3.72,504.68,507.54,500.22,498541,5419913580,7644754
2022-04-05,523.53,0.06,525.04,530.05,523.25,356024,3744452820,7940329
2022-03-05,523.84,0.75,526.74,527.46,522.32,522456,5016519770,7944946
2022-02-05,527.78,0.45,529.37,530.7,527.44,294574,3306903350,8004778
2022-04-29,530.15,0.03,529.15,530.5,528.32,244817,2443935440,8040747
2022-04-28,530.29,0.01,530.39,531.63,528.81,146641,1487713200,8042774
2022-04-27,530.34,0.31,531.42,532.56,529.3,264225,2970578150,8043574
2022-04-26,531.99,0.7,533.95,534.24,531.87,206898,2180267730,8068536
2022-04-25,535.76,0.22,534.57,538.57,533.41,15393692,175698710860,8125798
2022-04-22,534.57,0.6,533.18,536.03,532.68,172707,1917747940,8107692
2022-04-21,531.37,0.37,528.8,532.05,527.71,251580,2890621140,8059185
2022-04-20,529.42,1.06,533.7,534.33,528.71,336054,3977812910,8029665
2022-04-19,535.07,0.6,534.38,538.73,533.53,280413,3004341370,8115329
2022-04-18,538.28,0.12,538.86,539.43,536.98,205174,1941278740,8163970
2022-04-13,538.95,0.39,536.81,539.73,535.83,176098,1856314000,8174169
2022-12-04,536.86,1.04,539.45,542.93,535.56,370093,4094480180,8142487
2022-11-04,542.5,3.89,542.87,544.59,525.93,813433,9405989000,8227956
